Time,N,Hilos,Inicio,Fin,Max_Consumo_Memoria,PorCiento_Uso_Memoria,Promedio_PorCiento_Uso_Proc,Max_PorCiento_Uso_Proc,Promedio_Temp,Max_Temp,Promedio_Frecuencia_Proc,Max_Frecuencia,Nucleos,Tipo_Procesador_Intel(R) Core(TM) i7-3930K,Tipo_Procesador_Intel(R) Core(TM) i7-4930K,Tipo_Procesador_Intel(R) Core(TM) i7-8700,Tipo_Memoria_DDR3,Tipo_Memoria_DDR4,Tipo_Disco_HDD,ESTRATEGIA_OMP_NO_RECURSIVO
-0.5984987922869259,-1.583999665828082,0.7236862197547208,2023-07-16 20:35:18.646,2023-07-16 20:35:18.944,25640,-0.9383112686910838,57.7,57.7,-0.8721195433745836,-1.0937052151166993,1.4926285710326175,1.2332319376760867,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5981434581748734,-1.583999665828082,1.0128817603957685,2023-07-16 20:35:18.944,2023-07-16 20:35:19.329,25648,-0.9383112686910838,67.9,67.9,-0.7755714527435819,-0.9976240580478924,1.4926500636800812,1.2332570277659531,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5978962521352482,-1.583999665828082,1.3020773010368163,2023-07-16 20:35:19.329,2023-07-16 20:35:19.775,25660,-0.9383112686910838,84.8,84.8,-1.0652446919605065,-1.2858963564841543,1.097765651837813,0.7722768066601189,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5976222853702563,-1.583999665828082,1.5912728416778639,2023-07-16 20:35:19.775,2023-07-16 20:35:20.287,25672,-0.9383112686910838,98.5,98.5,-1.1135187372760074,-1.3339369350185577,1.492671556327545,1.2332821178558195,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5659960752030687,-1.2342406878516896,-1.589878105373661,2023-07-16 20:35:20.295,2023-07-16 20:35:28.531,54656,-0.9383112686910838,8.428,20.9,-1.414777747368652,-1.2378413643348303,0.6137331771415852,1.2333072079456837,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5826175978443362,-1.2342406878516896,-1.3006825647326132,2023-07-16 20:35:28.531,2023-07-16 20:35:32.707,54660,-0.9383112686910838,15.8466666666667,16.7,-1.3581323385552702,-1.526113662771092,0.6474273438540433,0.7742589237595234,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5883629556387456,-1.2342406878516896,-1.0114870240915657,2023-07-16 20:35:32.707,2023-07-16 20:35:35.481,54768,-0.9383112686910838,24.5125,24.6,-1.2885266352066576,-1.4780730842366887,0.7569970397270737,0.7736567616027428,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5909321818332377,-1.2342406878516896,-0.7222914834505179,2023-07-16 20:35:35.481,2023-07-16 20:35:37.627,53928,-0.9383112686910838,32.8285714285714,33.0,-1.196282519909419,-1.3339369350185577,0.9856937768297986,1.0016002280342733,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5928694863604428,-1.2342406878516896,-0.4330959428094701,2023-07-16 20:35:37.627,2023-07-16 20:35:39.300,53852,-0.9383112686910838,41.22,41.4,-1.0362715745740307,-1.1417602072660233,1.3356247813135858,1.235690766482942,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5939894646906418,-1.2342406878516896,-0.1439004021684224,2023-07-16 20:35:39.300,2023-07-16 20:35:40.699,54508,-0.9383112686910838,49.16,49.8,-0.949372499541345,-1.1417602072660233,1.412512578348612,1.2330312169571598,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5916270229412688,-1.2342406878516896,0.14529513847262532,2023-07-16 20:35:40.699,2023-07-16 20:35:42.676,54260,-0.9383112686910838,41.24,57.9,-0.9204022788872608,-1.045664636582296,1.2681808535739112,1.2334326583950135,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5925827882878508,-1.2342406878516896,0.43449067911367306,2023-07-16 20:35:42.676,2023-07-16 20:35:44.419,54668,-0.9383112686910838,51.1166666666667,66.2,-0.9284513326276298,-0.9976240580478924,1.3613944656220205,1.2338842800126002,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5932493125763084,-1.2342406878516896,0.7236862197547208,2023-07-16 20:35:44.419,2023-07-16 20:35:45.999,53972,-0.9383112686910838,64.34,74.9,-0.8431609096500674,-0.9976240580478924,1.452901561461548,1.2332319376760867,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5925428335216067,-1.2342406878516896,1.0128817603957685,2023-07-16 20:35:45.999,2023-07-16 20:35:47.752,54668,-0.9383112686910838,67.0833333333333,82.7,-0.823843084115418,-0.9495690658985684,1.3286289245642982,1.2336333791139404,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5921029953041722,-1.2342406878516896,1.3020773010368163,2023-07-16 20:35:47.752,2023-07-16 20:35:49.612,53028,-0.9383112686910838,83.34,90.9,-0.7659108502156978,-0.901528487364165,1.492718840151964,1.2337588295632702,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5913979986339511,-1.2342406878516896,1.5912728416778639,2023-07-16 20:35:49.612,2023-07-16 20:35:51.644,54496,-0.9383112686910838,98.5,99.0,-0.8117733658147176,-0.9495690658985684,1.4926393173563495,1.2332570277659531,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5658546835694852,-1.2342406878516896,-1.589878105373661,2023-07-16 20:35:51.644,2023-07-16 20:35:59.914,54656,-0.9383112686910838,7.95769230769231,8.4,-1.1413708192267151,-1.0937052151166993,0.477251426926362,0.49626072804556176,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5825531878291417,-1.2342406878516896,-1.3006825647326132,2023-07-16 20:35:59.914,2023-07-16 20:36:04.106,54956,-0.9383112686910838,15.8733333333333,16.8,-1.084551413354315,-1.2378413643348303,0.4955817895261914,0.32349036922910435,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5883448885660113,-1.2342406878516896,-1.0114870240915657,2023-07-16 20:36:04.107,2023-07-16 20:36:06.884,53836,-0.9383112686910838,24.5857142857143,24.9,-1.0238565933601123,-1.1898007858004267,0.6199011985181554,0.3152859098429613,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5911748874846182,-1.2342406878516896,-0.7222914834505179,2023-07-16 20:36:06.884,2023-07-16 20:36:08.971,54624,-0.9383112686910838,31.925,33.4,-0.9505757297587426,-1.0937052151166993,0.9755530851999158,1.0021773001011876,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5928597198218046,-1.2342406878516896,-0.4330959428094701,2023-07-16 20:36:08.971,2023-07-16 20:36:10.647,53464,-0.9383112686910838,41.2,41.5,-0.7755685560111901,-0.9495690658985684,1.0189048297656618,1.0025285613593107,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5939933221662801,-1.2342406878516896,-0.1439004021684224,2023-07-16 20:36:10.647,2023-07-16 20:36:12.045,54580,-0.9383112686910838,48.62,49.8,-0.6596963635920285,-0.8054329166804375,1.4139654813171267,1.2347624331579046,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5915755694578357,-1.2342406878516896,0.14529513847262532,2023-07-16 20:36:12.045,2023-07-16 20:36:14.034,54480,-0.9383112686910838,39.78,58.1,-0.6790059817182287,-0.757392338146034,0.979852689324939,1.2332068475862203,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5924971580616614,-1.2342406878516896,0.43449067911367306,2023-07-16 20:36:14.034,2023-07-16 20:36:15.798,54376,-0.9383112686910838,49.4166666666667,66.2,-0.7192396634905357,-0.8054329166804375,1.1313443313912217,1.2333072079456837,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5932648366635106,-1.2342406878516896,0.7236862197547208,2023-07-16 20:36:15.798,2023-07-16 20:36:17.374,53132,-0.9383112686910838,65.54,75.1,-0.6307319364027278,-0.757392338146034,1.3744061143962714,1.2332570277659531,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5923509548209919,-1.2342406878516896,1.0128817603957685,2023-07-16 20:36:17.374,2023-07-16 20:36:19.174,54736,-0.9383112686910838,66.2,82.7,-0.5134813131838124,-0.6612967674623066,1.435912544755317,1.2332570277659531,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5920513165965775,-1.2342406878516896,1.3020773010368163,2023-07-16 20:36:19.174,2023-07-16 20:36:21.047,54152,-0.9383112686910838,81.85,91.3,-0.4537058608750116,-0.6132561889279031,1.4926357352484323,1.2332821178558195,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.591398285282884,-1.2342406878516896,1.5912728416778639,2023-07-16 20:36:21.047,2023-07-16 20:36:23.079,54388,-0.9383112686910838,98.375,98.5,-0.5703777928287832,-0.757392338146034,1.4926554368419462,1.2333072079456837,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.4840481412041201,-0.8844817098752973,-1.589878105373661,2023-07-16 20:36:23.100,2023-07-16 20:36:51.347,95876,-0.9383112686910838,7.91494252873562,8.4,-0.9969831931390388,-0.901528487364165,0.48497148707839366,0.8778559048157463,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.5416297488465461,-0.8844817098752973,-1.3006825647326132,2023-07-16 20:36:51.347,2023-07-16 20:37:05.533,95712,-0.9383112686910838,16.1522727272727,16.7,-0.8589561988711213,-0.9976240580478924,0.5162791439040657,0.5624734752016216,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0
